,Title,Price,Currency,Rating,Number of reviews,Original Price,Main Genre
270,Gregory Tames His Temper: A Story About Anger Management for Kids - How a Little Dog Learned to Control His Anger and Achieved His Dreams in Sports (Mindset Magic),11.0,$,4.8,135.0,11.0,Children's book
271,"Moo, Baa, La La La!",5.52,$,4.8,19637.0,6.99,Children's book
272,Lots of Knock-Knock Jokes for Kids,3.99,$,4.6,11586.0,6.99,Children's book
273,I Love You As Big As the World,6.61,$,4.9,966.0,8.95,Children's book
274,The One and Only Ivan: A Newbery Award Winner,6.59,$,4.8,27746.0,10.99,Children's book
275,Swimmy,7.18,$,4.8,2046.0,18.99,Children's book
276,How to Catch an Elf,5.49,$,4.8,9092.0,10.99,Children's book
277,10 Little Hot Dogs,6.11,$,4.7,878.0,9.99,Children's book
278,How to Catch a Loveosaurus,6.99,$,4.7,761.0,10.99,Children's book
279,Wheels on the Bus (Raffi Songs to Read),5.09,$,4.8,1284.0,7.99,Children's book
280,The Very Hungry Caterpillar's ABC (The World of Eric Carle),5.71,$,4.8,2487.0,8.99,Children's book
281,Olivia,7.58,$,4.8,2558.0,8.99,Children's book
282,Home for a Bunny: A Classic Bunny Book for Kids (Little Golden Book),5.57,$,4.9,2267.0,5.57,Children's book
283,Thomas and Friends: My Red Railway Book Box (Bright & Early Board Books),10.19,$,4.8,5970.0,16.99,Children's book
284,"The Wonderful World of Charley Marley and Maximus Jack: Resilience: Inspiring Stories, Fun Games, and Activities to Build Kids Resilence and Life Skills",12.9,$,4.8,98.0,12.9,Children's book
285,"Blue Train, Green Train (Thomas & Friends)",5.57,$,4.7,305.0,5.57,Children's book
286,Bridge to Terabithia,6.99,$,4.7,11741.0,9.99,Children's book
287,Weirdest Animals on the Planet,8.15,$,5.0,4.0,9.99,Children's book
288,Turkey Goes to School (Turkey Trouble),9.69,$,4.6,2620.0,17.99,Children's book
289,Cora Cooks Pancit,8.99,$,4.9,482.0,11.95,Children's book
290,The Serious Goose,8.08,$,4.8,4379.0,18.99,Children's book
291,The Secret Zoo,7.99,$,4.6,5385.0,9.99,Children's book
292,Baby Touch and Feel: Animals,3.64,$,4.7,11950.0,7.99,Children's book
293,Are You My Mother ?,5.59,$,4.8,20820.0,9.99,Children's book
294,"Happy Valentine's Day, Mouse! (If You Give...)",5.77,$,4.8,5841.0,9.99,Children's book
295,"Dinosaurs Before Dark (Magic Tree House, No. 1)",3.99,$,4.7,6839.0,5.99,Children's book
296,A Wrinkle in Time (Time Quintet),6.59,$,4.4,28130.0,8.99,Children's book
297,The Fat Cat Sat on the Mat (I Can Read Level 1),4.79,$,4.6,1856.0,5.99,Children's book
298,"""Stellar adventures, exploring an inner world.""",17.0,$,,,17.0,Children's book
299,Cristiano Ronaldo the Legend - Children's Story Book: CR7’s Remarkable Journey – An Illustrated & Animated Biography to Inspire Young Dreamers | ... Legacy of a Football Legend with Fun Facts!,7.99,$,5.0,1.0,7.99,Children's book
300,The Day God's Helper Came,17.99,$,,,17.99,Children's book
301,The Chicken and The Squirrel: Snow Squirrel,0.0,$,,,0.0,Children's book
302,An Unusual Gift,11.94,$,,,11.94,Children's book
303,Manuel The Frog: An Educational Story about Teasing (Lidia LoPinto's Educational Environmental Books),12.0,$,,,12.0,Children's book
304,Amelia Bedelia Road Trip!,3.29,$,4.8,1048.0,6.99,Children's book
305,The Christmas Story,3.99,$,4.8,4282.0,5.99,Children's book
306,Spring is Here: A Bear and Mole Story,7.51,$,4.8,612.0,8.99,Children's book
307,Mac and Cheese (I Can Read Level 1),4.79,$,4.6,5859.0,5.99,Children's book
308,The Littlest Leprechaun,5.57,$,4.8,83.0,5.57,Children's book
309,Five Little Leprechauns,5.99,$,4.8,54.0,6.99,Children's book
310,The Easter Story,3.49,$,4.8,977.0,4.99,Children's book
311,Mangia! Mangia! (World Snacks Series),7.67,$,4.7,115.0,7.67,Children's book
312,Ella Enchanted: A Newbery Honor Award Winner (Trophy Newbery),6.99,$,4.7,3456.0,9.99,Children's book
313,Walk Two Moons (Trophy Newbery),7.19,$,4.7,6157.0,9.99,Children's book
314,Curious George Visits the Library,0.99,$,4.8,136.0,5.99,Children's book
315,My First Book of Sea Animals,1.99,$,4.6,177.0,1.99,Children's book
316,Angel on Assignment - An Angelic Tradition,14.57,$,4.7,175.0,17.99,Children's book
317,River's New Friend (River & Willow's Storytime),18.95,$,4.7,70.0,18.95,Children's book
318,Around the World: Bishoy Chooses Bravery — Egypt,1.99,$,5.0,1.0,1.99,Children's book
319,Daniel and the Very Hungry Lions,9.99,$,4.8,368.0,12.99,Children's book
320,The BFG,6.78,$,4.7,12625.0,8.99,Children's book
321,The Mouse and the Motorcycle,5.49,$,4.7,4932.0,9.99,Children's book
322,I Am a Big Sister (Caroline Jayne Church),6.5,$,4.8,15393.0,6.5,Children's book
323,"Caps for Sale: A Tale of a Peddler, Some Monkeys and Their Monkey Business",5.79,$,4.8,5052.0,9.99,Children's book
324,"77 Bible Activities for Kids, Ages 5-8 (77 for Kids Editions)",4.19,$,4.5,1522.0,4.99,Children's book
325,Uh-OH! My Dragon's Hungry,12.99,$,4.6,433.0,18.95,Children's book
326,The Gruffalo's Child,7.41,$,4.9,11799.0,8.99,Children's book
327,Children of Dune,0.0,$,4.6,19952.0,24.74,Children's book
328,Never Touch a Porcupine!,5.71,$,4.8,5619.0,10.99,Children's book
329,You Are My Sunshine (Caroline Jayne Church),5.98,$,4.8,5002.0,6.99,Children's book
330,"Adult Children of Emotionally Immature Parents: How to Heal from Distant, Rejecting, or Self-Involved Parents",0.0,$,4.8,24919.0,14.61,Children's book
331,Jolene -- Adventures of a Junk Food Queen,15.23,$,4.4,52.0,19.99,Children's book
332,The Tale of the Other Glove (On Being),17.95,$,4.7,56.0,17.95,Children's book
333,Around the World: Marcel Makes a Sacrifice — Canada,1.99,$,5.0,1.0,1.99,Children's book
334,Sally Hemingway and the STEM Contest (The Number Investigators),8.99,$,4.8,4.0,8.99,Children's book
335,The Land of Lost Passies,14.99,$,5.0,10.0,14.99,Children's book
336,"Little Lizzy, Her Cousin Lori, and the Not-So-Bucket-Filling Friends",12.99,$,5.0,8.0,12.99,Children's book
337,Clever Cub Gives Thanks to God,5.57,$,4.8,183.0,5.57,Children's book
338,On The Farm - Children's Padded Board Book,9.04,$,4.9,233.0,9.99,Children's book
339,That's What Leprechauns Do,6.99,$,4.7,617.0,9.99,Children's book
340,"Hello, Baby Animals: A Black-and-White Board Book for Babies That Helps Visual Development (High-Contrast Books)",5.39,$,4.9,7161.0,7.99,Children's book
341,The Christmas Scorpion: A Jack Reacher Story,1.99,$,3.9,15989.0,1.99,Children's book
342,I'll Love You Till the Cows Come Home Board Book,6.1,$,4.9,4708.0,9.99,Children's book
343,Escaping Peril: A Graphic Novel (Wings of Fire Graphic Novel #8) (Wings of Fire Graphix),9.99,$,4.8,882.0,12.99,Children's book
344,"Richard Scarry's Busy, Busy World",14.29,$,4.8,1492.0,17.99,Children's book
345,The Story of Jesus: A Christian Book for Kids (Little Golden Book),5.57,$,4.9,3622.0,5.57,Children's book
346,Baby Einstein - Rainbow Bath! Waterproof Bath Book / Bath Toy - PI Kids,5.99,$,4.7,1937.0,7.99,Children's book
347,Time of the Child,9.13,$,4.5,2603.0,20.29,Children's book
348,Bedtime Prayers for Little Ones (Max Lucado’s Bedtime Prayers for Little Ones),6.08,$,4.8,585.0,9.99,Children's book
349,Trouble Finds Her Family: Trouble's Tales,9.99,$,5.0,1.0,9.99,Children's book
350,"Storie della Buonanotte per Bambini: Racconti Fantastici per Dormire Felici e Calmi, con Avventure Dove la Paura Fa Sorridere, tra Coraggio, Amicizia e la Magia della Notte (Italian Edition)",9.99,$,,,9.99,Children's book
351,FOGGY GOES TO SPACE: A motivational adventure story for curious children and early readers.,11.99,$,5.0,7.0,11.99,Children's book
352,The Book with No Pictures,11.54,$,4.8,20109.0,17.99,Children's book
353,Flash Cards: Sight Words,2.88,$,4.8,30539.0,3.49,Children's book
354,The Runaway Bunny,8.36,$,4.8,5494.0,10.99,Children's book
355,Bluey: Fun and Games: A Coloring Book,4.09,$,4.8,1095.0,6.99,Children's book
356,The Little Gardener (Teenie Greenies),5.5,$,4.7,997.0,6.99,Children's book
357,"77 Memory Verses Every Kid Should Know, Ages 5-8 (77 for Kids Editions)",4.19,$,4.8,2952.0,4.99,Children's book
358,I Need a New Butt!,5.47,$,4.7,16740.0,8.99,Children's book
359,"The Mosquito Burrito: A Hilarious, Rhyming Children's Book",11.75,$,4.6,142.0,12.99,Children's book
360,Bluey: Easter,4.78,$,4.9,717.0,5.99,Children's book
361,Those Shoes,7.02,$,4.8,2349.0,8.99,Children's book
362,The Jesus Storybook Bible: Every Story Whispers His Name,12.48,$,4.9,13550.0,24.99,Children's book
363,A Long Walk to Water: Based on a True Story,6.17,$,4.7,25752.0,9.99,Children's book
364,"So, You Want to be an Athlete?",14.99,$,5.0,36.0,14.99,Children's book
365,THE GREAT DANES Big Dogs Living Large︱Children's Animal Book︱Humorous Family Children's Book About Dogs Growing Up︱Unconditional Love & Compromise︱Self Acceptance & Individuality︱Ideal for Children Age 2 through 8,12.99,$,4.7,190.0,19.99,Children's book
366,Little Hippo Books Listen and Learn ABC Book | Preschool Educational Sound Books for Kids | Brilliant Baby Educational Books & Kids Books | Alphabet ABCs Book with Sounds,16.99,$,4.9,11.0,16.99,Children's book
367,Stella and Her Magic Wand in London,13.99,$,5.0,16.0,13.99,Children's book
368,The Fairy Godmother Helps the Monarchs (The Fairy Godmother Next Door),10.99,$,4.7,5.0,10.99,Children's book
369,"Happy Confident Me: Daily JOURNAL - Gratitude and Growth Mindset Journal that boosts children's happiness, self-esteem, positive thinking, mindfulness and resilience",8.55,$,4.6,3746.0,11.99,Children's book
370,"The Mosquito Burrito: A Hilarious, Rhyming Children's Book",11.75,$,4.6,142.0,12.99,Children's book
371,"My First Learn-to-Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More!",5.26,$,4.8,86102.0,8.99,Children's book
372,Bluey: Easter,4.78,$,4.9,717.0,5.99,Children's book
373,Those Shoes,7.02,$,4.8,2349.0,8.99,Children's book
374,The Jesus Storybook Bible: Every Story Whispers His Name,12.48,$,4.9,13550.0,24.99,Children's book
375,A Long Walk to Water: Based on a True Story,6.17,$,4.7,25752.0,9.99,Children's book
376,Baking Up Love,16.5,$,5.0,2.0,18.99,Children's book
377,Unicorns Love Ice Cream (Mythical Feasts),13.94,$,4.6,182.0,15.49,Children's book
378,Eleven Numbers: A Short Story,0.0,$,4.2,21577.0,0.0,Children's book
379,Becoming a Follower of Jesus,1.99,$,4.7,202.0,1.99,Children's book
380,Stellaluna,13.34,$,4.9,5200.0,19.99,Children's book
381,Tuesday: A Caldecott Award Winner,6.99,$,4.7,1721.0,9.99,Children's book
382,"That's Why I Love You, Snicklefritz!",8.99,$,4.6,17.0,8.99,Children's book
383,I Can Eat a Rainbow (Children's Book Collection),10.72,$,4.3,359.0,11.91,Children's book
384,Charlotte Morgan and the Great Big Math Problem (The Number Investigators),8.95,$,4.2,23.0,8.95,Children's book
385,Flat Stanley: His Original Adventure!,5.49,$,4.7,3300.0,6.99,Children's book
386,THE GREAT DANES Big Safari Adventure︱Children's Animal Book︱Humorous Family Children's Book About Adventure & Travel︱Celebration of Life & Friendship︱Ideal for Children Age 2 through 8,8.99,$,4.6,97.0,12.99,Children's book
387,La oruga muy hambrienta/The Very Hungry Caterpillar: Bilingual Board Book,6.17,$,4.9,4088.0,10.99,Children's book
388,A Color of His Own,7.19,$,4.8,2738.0,8.99,Children's book
389,In Like a Lion Out Like a Lamb,8.99,$,4.8,276.0,8.99,Children's book
390,Away (Alone),15.18,$,4.5,31.0,18.99,Children's book
391,Why Mosquitoes Buzz in People's Ears: A West African Tale,7.59,$,4.8,870.0,8.99,Children's book
392,Patrick: Patron Saint of Ireland,8.36,$,4.8,725.0,8.99,Children's book
393,The Dirt Girl,11.0,$,4.7,659.0,17.99,Children's book
394,Ice Cream Soup (Step into Reading),5.57,$,4.8,3900.0,5.57,Children's book
395,Best of Children’s Classics (Set of 5 Books),21.81,$,4.8,7484.0,24.99,Children's book
396,Exit Strategy: A Reacher Novel (Jack Reacher),14.99,$,,,30.0,Children's book
397,"Super Interesting Facts For Curious Kids: 750+ Mind-Blowing History, Inventions, Science, Space, Animal Facts And More! (Facts For Curious Minds)",0.0,$,,,0.0,Children's book
398,Inventions & Discoveries (Collection of 6 Books): Knowledge Encyclopedia For Children,34.99,$,4.5,134.0,34.99,Children's book
399,"Bedtime Stories for Kids Ages 4-8: Funny and Cute Monster Tales About Friendship, with Educational Life Lessons about Kindness, Compassion, Courage ... by boosting Self-Esteem and Self-Worth",9.99,$,,,9.99,Children's book
400,Good Different,16.46,$,4.8,213.0,18.99,Children's book
401,What Are You Thinking?,19.99,$,4.7,19.0,19.99,Children's book
402,Little Ruth: Backpack Mishap,12.99,$,4.9,20.0,12.99,Children's book
403,Scribble Stones,16.19,$,4.8,5537.0,17.99,Children's book
404,The Rainbow Fish,12.03,$,4.9,12167.0,19.95,Children's book
405,A Child Called It: One Child's Courage to Survive,8.06,$,4.7,15401.0,13.95,Children's book
406,"Little, Crazy Children",0.0,$,4.0,709.0,17.19,Children's book
407,Peppa Pig: Peppa Loves St. Patrick's Day,5.46,$,4.8,439.0,6.99,Children's book
408,"Seed to Plant (National Geographic Kids Readers, Level 1)",4.58,$,4.8,1414.0,5.99,Children's book
409,The Berenstain Bears: That's So Rude!,4.79,$,4.8,1557.0,5.99,Children's book
410,There's a Bear on My Chair (Ross Collins' Mouse and Bear Stories),6.7,$,4.8,171.0,7.99,Children's book
411,Tikki Tikki Tembo,12.99,$,4.8,4590.0,12.99,Children's book
412,We're Going on an Egg Hunt: A Lift-the-Flap Adventure (The Bunny Adventures),6.99,$,4.8,455.0,9.99,Children's book
413,The Gift of Ramadan,9.29,$,4.9,597.0,9.99,Children's book
414,"The Boxcar Children: The Boxcar Children Mysteries, Book 1",0.0,$,4.7,5424.0,11.69,Children's book
415,Little Ruth: First Day of School,0.0,$,4.1,32.0,0.0,Children's book
416,River and the Amazing Yellow Wellie Adventure (The Yellow Wellie Adventure Series),12.99,$,1.0,1.0,12.99,Children's book
417,Rainbow Dreams and Unicorn Gleams - Children Story Book,11.0,$,,,11.0,Children's book
418,Vivi Loves Science: Sink or Float (I Can Read Level 3),4.79,$,4.8,187.0,5.99,Children's book
419,The Berenstain Bears' Funny Valentine,4.74,$,4.7,605.0,5.99,Children's book
420,My First Book of Nursery Rhymes - Children's Padded Board Book - Classics,9.25,$,4.8,2826.0,9.99,Children's book
421,Strega Nona,6.99,$,4.9,4870.0,6.99,Children's book
422,Have You Seen My Duckling?,5.59,$,4.6,221.0,6.99,Children's book
423,First Day Jitters (The Jitters Series),5.4,$,4.8,7815.0,7.99,Children's book
424,The Biggest Valentine Ever,5.99,$,4.8,1647.0,5.99,Children's book
425,The Berenstain Bears' Easter Sunday (Berenstain Bears/Living Lights: A Faith Story),5.99,$,4.8,1606.0,5.99,Children's book
426,Baby University Board Book Set: A Science for Toddlers (Gifts for Kids) (Baby University Board Book Sets),26.52,$,4.7,6825.0,39.96,Children's book
427,Dear Zoo: The Lift-the-flap Preschool Classic,11.5,$,4.8,31084.0,11.5,Children's book
428,It’s Time to Say Goodnight,5.99,$,4.7,240.0,5.99,Children's book
429,The House of My Mother: A Daughter's Quest for Freedom,0.0,$,4.7,6339.0,14.99,Children's book
430,Greeny,11.99,$,5.0,16.0,11.99,Children's book
431,Ticket to Space,11.98,$,4.6,20.0,11.98,Children's book
432,TOE SOCKS: ALL ALONE ANGEL 11,3.99,$,,,3.99,Children's book
433,"Saving like a Sloth: Sunny learns how to save, donate, & spend like a Sloth. (Sunny The Sloth Series)",9.99,$,4.4,25.0,9.99,Children's book
434,TYGRA AND FRIENDS - A PAW-SOME CREW!,6.0,$,5.0,4.0,6.0,Children's book
435,Every Bear Has Stories,21.0,$,,,21.0,Children's book
436,Persuader: A Jack Reacher Novel,0.0,$,4.4,43707.0,20.25,Children's book
437,The Very Busy Spider,10.46,$,4.8,6510.0,11.99,Children's book
438,Being Thankful (Mercer Mayer's Little Critter (Paperback)),3.49,$,4.8,2139.0,4.99,Children's book
439,Pete the Cat Goes Camping (I Can Read Level 1),4.79,$,4.8,5836.0,5.99,Children's book
440,I Was So Mad (Little Critter) (Look-Look),5.99,$,4.8,5557.0,5.99,Children's book
441,"The Creative Toddler’s First Coloring Book Ages 1-3: 100 Everyday Things and Animals to Color and Learn | For Toddlers and Kids ages 1, 2 & 3 (US Edition)",5.99,$,4.8,7879.0,5.99,Children's book
442,"Best Hidden Pictures Puzzles EVER: Find Over 1,550 Hidden Objects in Highlights Best Collection of Hidden Pictures Puzzles, 20 Types of Puzzles and More (Highlights Hidden Pictures)",5.46,$,4.8,2911.0,9.95,Children's book
443,Don't Forget to Remember,9.49,$,4.9,2450.0,14.99,Children's book
444,"That's Not Funny, David!",17.09,$,,,18.99,Children's book
445,Little Bible Playbook: The Story of Easter,4.99,$,4.8,413.0,7.99,Children's book
446,Just in Case You Ever Wonder,8.08,$,4.9,3043.0,8.99,Children's book
447,The Berenstain Bears' Storytime Collection (The Berenstain Bears),10.79,$,4.9,1758.0,17.99,Children's book
448,"Prop and Friends: Prop and Oz, the Osprey",7.0,$,5.0,12.0,7.0,Children's book
449,"100 Amazing Facts for Kids: A Collection of Interesting Facts about Science, Animals, and History for Fun Times (Ageless Explorers Series: Fun Facts for Kids, Teens, and Adults)",10.9,$,4.5,250.0,13.99,Children's book
450,THE GREAT DANES Big Dogs Living Large︱Children's Animal Book︱Humorous Family Children's Book About Dogs Growing Up︱Unconditional Love & Compromise︱Self Acceptance & Individuality︱Ideal for Children Age 2 through 8,8.99,$,4.7,190.0,12.99,Children's book
451,The Itsy Bitsy Leprechaun,6.5,$,4.8,1936.0,6.5,Children's book
452,You're My Little Honey Bunny,6.84,$,4.9,2837.0,8.99,Children's book
453,Make Way for Ducklings,11.43,$,4.9,3886.0,20.99,Children's book
454,"Kitty Cat, Kitty Cat, Are You Waking Up?",6.99,$,4.7,1612.0,6.99,Children's book
455,Mermaid Coloring Book: For Kids Ages 4-8 (US Edition) (Silly Bear Coloring Books),5.99,$,4.8,5420.0,5.99,Children's book
456,What Was the Boston Tea Party?,4.79,$,4.8,775.0,7.99,Children's book
457,Where Hands Go: An Introduction to Safe and Unsafe Touch,10.99,$,4.4,1138.0,12.99,Children's book
458,"Oh, the Thinks You Can Think!",5.98,$,4.8,7642.0,9.99,Children's book
459,Tripwire (Jack Reacher Book 3),7.99,$,4.5,55099.0,10.99,Children's book
460,Hopscotch Girls I Am Confident Brave & Beautiful Inspirational Coloring Books for Kids Ages 4-8 & Up 8-12 Empowering Boost Confidence Color Book,6.99,$,4.8,34087.0,8.99,Children's book
461,They All Saw a Cat (Brendan Wenzel),13.39,$,4.8,3131.0,18.99,Children's book
462,Because of Winn-Dixie,5.76,$,4.8,13943.0,8.99,Children's book
463,My Friend John,10.65,$,5.0,6.0,10.65,Children's book
464,Rogerino Goes To Pecorino Park: A Dog's Adventure,0.0,$,5.0,3.0,0.0,Children's book
465,The Hedgehog Family Activity Book,12.99,$,5.0,1.0,12.99,Children's book
466,"I Love the Lord and the Lord Loves Me (What it means to have a relationship with Jesus): A rhyming Christian children's picture book describing the ... friends, Sunday school and homeschool.",9.99,$,5.0,1.0,9.99,Children's book
467,Kitchen Adventures: A Seek & Find Cookbook for Young Chefs: Ages 4-5 (Kids Seek and Find Ages 2-4),9.99,$,,,9.99,Children's book
468,Santa Claus and the Puss in Magic Boots: Help Wanted: Delivery Assistants for Santa Around the World - The Biggest Gift Delivery Ever!,13.89,$,5.0,1.0,13.89,Children's book
469,The Berenstain Bears and the Easter Story: An Easter And Springtime Book For Kids (Berenstain Bears/Living Lights: A Faith Story),4.89,$,4.8,4025.0,6.99,Children's book
470,You're My Little Snuggle Bear,6.78,$,4.9,1718.0,9.99,Children's book
471,Taste Your Words,10.49,$,4.7,335.0,18.99,Children's book
472,Qué cosas dice mi abuela (The Things My Grandmother Says) (Spanish Edition),3.99,$,4.8,7819.0,4.99,Children's book
473,Georgie Summers and the Scribes of Scatterplot: A Novel,11.96,$,4.9,112.0,16.95,Children's book
474,We Play (Read With Dick and Jane),4.69,$,4.8,1379.0,5.99,Children's book
475,"Dream Big, Little One (Vashti Harrison’s Little Ones, 1)",6.88,$,4.9,6861.0,8.99,Children's book
476,Big (Caldecott Medal Winner & Coretta Scott King Honor Title),10.54,$,4.8,579.0,19.99,Children's book
477,Girls on the Rise,16.99,$,4.6,316.0,19.99,Children's book
478,The Leprechaun's Gold,7.99,$,4.6,122.0,9.99,Children's book
479,Bright Baby Touch & Feel Baby Animals (Bright Baby Touch and Feel),5.57,$,4.8,15625.0,5.57,Children's book
480,I Wish for You,11.59,$,4.9,308.0,19.99,Children's book
481,"Mom's Not Cleanin' Your Room: Learning Independence and Confidence Through Tidying Up (Mom's Not, 2)",12.43,$,4.5,125.0,16.95,Children's book
482,Journey With Jesus: an Easter Story,9.99,$,4.5,17.0,12.99,Children's book
483,Pinky's Perfect Day (Pinky and Friends),13.9,$,5.0,19.0,13.9,Children's book
484,Just Because,10.65,$,4.7,2086.0,19.99,Children's book
485,"Ricky, the Rock That Couldn't Roll (You Rock Group)",12.77,$,4.8,4003.0,18.95,Children's book
486,Welcome to the Symphony: A Musical Exploration of the Orchestra Using Beethoven's Symphony No. 5,15.86,$,4.6,2017.0,29.99,Children's book
487,Mother Goose Treasury: A Beautiful Collection of Favorite Nursery Rhymes for Children (Hardcover Storybook Treasury),10.99,$,4.8,5652.0,14.99,Children's book
488,Fiona's Luck,7.95,$,4.8,468.0,7.95,Children's book
489,My Big Sticker Dress-Up: Cutie Patooties: Awesome Activity Book with 600+ Reusable Stickers for Unlimited Possibilities! (My Sticker Dress-Up),9.51,$,4.7,45.0,12.99,Children's book
490,Who Sang the First Song?,9.59,$,4.9,2193.0,14.99,Children's book
491,"Happy Easter, Mouse! (If You Give...)",7.99,$,4.8,3644.0,9.99,Children's book
492,Cozy Cuties: Coloring Book for Adults and Kids (Cozy Spaces Coloring),8.36,$,4.2,211.0,8.99,Children's book
493,"The Little Blue Boxed Set of 4 Bright and Early Board Books: Hop on Pop; Oh, the Thinks You Can Think!; Ten Apples Up On Top!; The Shape of Me and Other Stuff (Bright & Early Board Books)",13.97,$,4.8,16757.0,19.96,Children's book
494,The Gospel Story (One Big Story),1.99,$,4.7,200.0,1.99,Children's book
495,"Don't Push the Button! An Easter Surprise: (Easter Board Book, Interactive Books For Toddlers, Childrens Easter Books Ages 1-3)",4.42,$,4.7,2895.0,6.99,Children's book
496,"The Awesome Question Club ""Would You Rather"" Edition: A Story About Curious Kids Discovering the Magic of Imagination Through Creative Questions (for ages 6-11)",4.99,$,,,9.99,Children's book
497,The Phony Baloney of Greta Maloney (a fibbing story),17.09,$,4.9,97.0,18.99,Children's book
498,My Friend John,4.5,$,5.0,6.0,10.95,Children's book
499,Stella and Her Magic Wand in London,19.99,$,5.0,16.0,19.99,Children's book
500,Quirli and the Wonders of Spring: 20 Magical Tales of Blooming Adventures and Little Miracles (Quirlis Adventure),28.43,$,,,28.43,Children's book
501,Dan The Spaceman Goes To Zoomar,0.0,$,5.0,6.0,0.0,Children's book
502,An Elephant in the Garden: Inspired by a True Story,6.99,$,4.7,5159.0,9.99,Children's book
503,I Am Glinda (Universal Pictures Wicked) (Little Golden Book),5.57,$,4.8,219.0,5.57,Children's book
504,The Story about Ping,3.97,$,4.8,2260.0,5.99,Children's book
505,Spot's Lucky Day,9.89,$,4.8,85.0,9.89,Children's book
506,What Was Pearl Harbor?,4.59,$,4.8,1729.0,7.99,Children's book
507,The Wind in the Willows: Illustrated Edition Children's Classics (Union Square Kids Illustrated Classics),16.12,$,4.8,1814.0,24.99,Children's book
508,The Book Thief,8.24,$,4.6,71659.0,14.99,Children's book
509,The Tale of Peter Rabbit,3.78,$,4.7,10421.0,5.99,Children's book
510,I Am Elphaba (Universal Pictures Wicked) (Little Golden Book),4.99,$,4.8,252.0,5.99,Children's book
511,The Treasure: (Caldecott Honor Book) (Sunburst Book),8.99,$,4.7,98.0,8.99,Children's book
512,Richard Scarry's Cars and Trucks and Things That Go,10.79,$,4.9,6016.0,17.99,Children's book
513,"It's Ramadan, Curious George",9.99,$,4.9,2123.0,9.99,Children's book
514,Detective and Mystery Stories for Curious Kids: A Collection of Interesting Stories for Young Sleuths with Solve-it-Yourself Mysteries,11.97,$,4.5,158.0,11.97,Children's book
515,Little Ruth: Backpack Mishap,0.0,$,4.9,20.0,0.0,Children's book
516,Bill's Magic Box II: Stories For Children,11.5,$,,,11.5,Children's book
517,How to Draw 101 Animals,3.6,$,4.7,27278.0,4.99,Children's book
518,Kite Day: A Bear and Mole Story,7.99,$,4.8,346.0,8.99,Children's book
519,The Story of Ferdinand,10.91,$,4.9,9272.0,18.99,Children's book
520,Take Up Your Cross: Lenten Bible Stories for Kids,7.99,$,4.9,58.0,7.99,Children's book
521,Baby's First St. Patrick's Day (Baby's First Holidays),6.5,$,4.8,914.0,6.5,Children's book
522,"Goodbye Winter, Hello Spring (Kenard Pak's Changing Seasons)",12.39,$,4.7,853.0,18.99,Children's book
523,"Carson Dellosa Grades 1-3 Beginning Traditional Cursive Handwriting Workbook, Writing Book With Dry Erase Number and Letter Tracing Activities, Classroom or Homeschool Curriculum (Learning Spot)",3.99,$,4.7,4669.0,3.99,Children's book
524,The Ralph Mouse Collection (The Mouse and the Motorcycle / Runaway Ralph / Ralph S. Mouse),11.99,$,4.9,2027.0,29.97,Children's book
525,"ABC's for Boys (Alphabet Book, Baby Book, Children's Book, Toddler Book)",13.49,$,4.8,7388.0,14.99,Children's book
526,"Thing One, Thing Two and the Leprechaun (Dr. Seuss's Things Board Books)",8.99,$,4.9,424.0,8.99,Children's book
527,"The Invisible Leash: An Invisible String Story About the Loss of a Pet (The Invisible String, 3)",7.89,$,4.8,1892.0,9.99,Children's book
528,"The Giver: A Newbery Award Winner (Giver Quartet, 1)",7.0,$,4.6,42755.0,11.99,Children's book
529,Shamrock Shenanigans: St. Patrick's Day Coloring Book for Kids,7.99,$,,,7.99,Children's book
530,Girl Baller: A Basketball Story About Proving Everyone Wrong (Lil Baller Series),11.5,$,4.8,107.0,11.5,Children's book
531,A HUNGRY LITTLE DUCKLING: Sharing is Caring,11.0,$,,,11.0,Children's book
532,Slam Dunk Budgeting with Bryce the Basketball Player (The Young Money All-Stars Series),13.99,$,4.9,50.0,13.99,Children's book
533,"The Awesome Question Club ""Would You Rather"" Edition: A Story About Curious Kids Discovering the Magic of Imagination Through Creative Questions (for ages 6-11)",17.99,$,,,17.99,Children's book
534,My Dragon Books Emotions & Feelings Box Set,79.95,$,4.1,7.0,79.95,Children's book
535,The Berenstain Bears' Moving Day,5.57,$,4.8,2380.0,5.57,Children's book
536,The Little Red Hen (Little Golden Book),5.57,$,4.8,5017.0,5.57,Children's book
537,Melissa & Doug Children's Book - Poke-A-Dot: The Wheels on the Bus Wild Safari (Board Book with Buttons to Pop),13.59,$,4.7,4511.0,13.59,Children's book
538,I Can Read With My Eyes Shut! (Beginner Books),5.98,$,4.9,2455.0,9.99,Children's book
539,Wiggling Worms at Work (Let's-Read-and-Find-Out Science 2),4.79,$,4.8,650.0,8.99,Children's book
540,Our Beautiful Colors (Little Golden Book),5.57,$,4.9,883.0,5.57,Children's book
541,"Ants (National Geographic Kids Readers, Level 1)",3.99,$,4.7,2914.0,5.99,Children's book
542,Pinduli,6.99,$,4.9,377.0,9.99,Children's book
543,Junie B. Jones and the Mushy Gushy Valentime (Junie B. Jones #14),6.99,$,4.8,2264.0,6.99,Children's book
